GEOID,year,name,parent-location,population,poverty-rate,renter-occupied-households,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed
121030201011,2000,201.01.1,"Pinellas County, Florida",1515.0,27.07,110.0,21.44,556.0,24583.0,54200.0,50.1,6.86,88.25,3.04,0.07,0.73,0.0,1.06,0.0,6.0,3.0,2.73,5.45,0,0,0
121030201011,2001,201.01.1,"Pinellas County, Florida",1515.0,27.07,116.0,21.44,556.0,24583.0,54200.0,50.1,6.86,88.25,3.04,0.07,0.73,0.0,1.06,0.0,7.0,2.0,1.73,6.04,0,0,0
121030201011,2002,201.01.1,"Pinellas County, Florida",1515.0,27.07,122.0,21.44,556.0,24583.0,54200.0,50.1,6.86,88.25,3.04,0.07,0.73,0.0,1.06,0.0,10.0,2.0,1.64,8.21,0,0,0
121030201011,2003,201.01.1,"Pinellas County, Florida",1515.0,27.07,128.0,21.44,556.0,24583.0,54200.0,50.1,6.86,88.25,3.04,0.07,0.73,0.0,1.06,0.0,17.0,10.0,7.83,13.31,0,0,0
121030201011,2004,201.01.1,"Pinellas County, Florida",1515.0,27.07,134.0,21.44,556.0,24583.0,54200.0,50.1,6.86,88.25,3.04,0.07,0.73,0.0,1.06,0.0,16.0,7.0,5.24,11.98,0,0,0
121030201011,2005,201.01.1,"Pinellas County, Florida",1875.0,9.67,140.0,18.54,1057.0,28441.0,120700.0,29.3,10.24,82.72,6.03,0.0,0.0,0.0,1.01,0.0,14.0,7.0,5.02,10.04,0,0,0
121030201011,2006,201.01.1,"Pinellas County, Florida",1875.0,9.67,145.0,18.54,1057.0,28441.0,120700.0,29.3,10.24,82.72,6.03,0.0,0.0,0.0,1.01,0.0,16.0,7.0,4.81,11.0,0,0,0
121030201011,2007,201.01.1,"Pinellas County, Florida",1875.0,9.67,151.0,18.54,1057.0,28441.0,120700.0,29.3,10.24,82.72,6.03,0.0,0.0,0.0,1.01,0.0,19.0,10.0,6.61,12.56,0,0,0
121030201011,2008,201.01.1,"Pinellas County, Florida",1875.0,9.67,157.0,18.54,1057.0,28441.0,120700.0,29.3,10.24,82.72,6.03,0.0,0.0,0.0,1.01,0.0,6.0,4.0,2.54,3.82,0,0,0
121030201011,2009,201.01.1,"Pinellas County, Florida",1875.0,9.67,163.0,18.54,1057.0,28441.0,120700.0,29.3,10.24,82.72,6.03,0.0,0.0,0.0,1.01,0.0,1.0,0.0,0.0,0.61,0,0,0
121030201011,2010,201.01.1,"Pinellas County, Florida",1400.0,9.8,169.0,33.14,1450.0,35096.0,113900.0,50.0,8.71,82.71,5.5,0.07,0.86,0.0,1.79,0.36,7.0,5.0,2.96,4.14,0,0,0
121030201011,2011,201.01.1,"Pinellas County, Florida",1235.0,27.38,175.0,26.12,,21675.0,94000.0,29.5,10.28,80.16,9.39,0.16,0.0,0.0,0.0,0.0,8.0,3.0,1.71,4.57,0,0,0
